round,value,question_scrabble_score
Jeopardy!,300,1.691358024691358
Jeopardy!,300,1.7341772151898733
Jeopardy!,300,1.7341772151898733
Jeopardy!,300,1.6326530612244898
Jeopardy!,300,1.6734693877551021
Jeopardy!,300,1.6363636363636365
Jeopardy!,500,1.7209302325581395
Jeopardy!,500,1.53125
Jeopardy!,500,1.6436781609195403
Jeopardy!,500,1.6557377049180328
Jeopardy!,500,1.5918367346938775
Jeopardy!,500,1.56
Jeopardy!,100,1.72
Jeopardy!,100,1.527027027027027
Jeopardy!,100,1.6307692307692307
Jeopardy!,100,1.4545454545454546
Jeopardy!,100,1.8051948051948052
Jeopardy!,100,1.52
Jeopardy!,300,1.558139534883721
Jeopardy!,300,1.72
Jeopardy!,300,1.7142857142857142
Jeopardy!,300,1.6764705882352942
Jeopardy!,300,1.838235294117647
Jeopardy!,500,1.5324675324675325
Jeopardy!,500,1.5
Jeopardy!,500,1.7794117647058822
Jeopardy!,500,1.8421052631578947
Jeopardy!,500,1.8909090909090909
Double Jeopardy!,1500,1.8507462686567164
Double Jeopardy!,3000,1.7391304347826086
Jeopardy!,100,1.7719298245614035
Jeopardy!,100,2.2580645161290325
Jeopardy!,100,1.6024096385542168
Jeopardy!,100,1.8333333333333333
Jeopardy!,100,1.5714285714285714
Jeopardy!,100,1.5185185185185186
Jeopardy!,300,1.7
Jeopardy!,300,1.7352941176470589
Jeopardy!,300,1.5076923076923077
Jeopardy!,300,1.7733333333333334
Jeopardy!,300,1.7142857142857142
Jeopardy!,300,1.8169014084507042
Jeopardy!,500,1.6547619047619047
Jeopardy!,500,2.391304347826087
Jeopardy!,1300,1.6964285714285714
Jeopardy!,500,1.6923076923076923
Jeopardy!,500,1.706896551724138
Jeopardy!,500,1.8333333333333333
Double Jeopardy!,5000,1.6533333333333333
Jeopardy!,100,1.9113924050632911
Jeopardy!,100,1.7272727272727273
Jeopardy!,100,1.6046511627906976
Jeopardy!,100,1.736842105263158
Jeopardy!,100,1.6666666666666667
Jeopardy!,100,2
Jeopardy!,500,1.6956521739130435
Jeopardy!,300,1.6170212765957446
Jeopardy!,300,1.631578947368421
Jeopardy!,300,1.44
Jeopardy!,300,1.9824561403508771
Jeopardy!,300,1.7428571428571429
Jeopardy!,500,1.527027027027027
Jeopardy!,500,1.4556962025316456
Jeopardy!,500,1.5733333333333333
Jeopardy!,500,1.6111111111111112
Jeopardy!,500,1.7142857142857142
Jeopardy!,500,1.873015873015873
Jeopardy!,100,1.489795918367347
Jeopardy!,100,1.6075949367088607
Jeopardy!,100,1.5806451612903225
Jeopardy!,100,1.494949494949495
Jeopardy!,100,1.7076923076923076
Jeopardy!,100,1.7887323943661972
Jeopardy!,300,1.6056338028169015
Jeopardy!,300,1.7777777777777777
Jeopardy!,300,1.7564102564102564
Jeopardy!,300,1.550561797752809
Jeopardy!,300,1.5263157894736843
Jeopardy!,300,1.45
Jeopardy!,500,1.676056338028169
Jeopardy!,500,1.7058823529411764
Jeopardy!,500,1.6595744680851063
Jeopardy!,500,1.6666666666666667
Jeopardy!,500,1.5227272727272727
Jeopardy!,500,1.7777777777777777
Double Jeopardy!,2200,1.5517241379310345
Jeopardy!,100,1.6153846153846154
Jeopardy!,100,1.6428571428571428
Jeopardy!,100,1.543859649122807
Jeopardy!,100,1.5507246376811594
Jeopardy!,100,1.5614035087719298
Jeopardy!,100,2.029850746268657
Jeopardy!,300,1.7758620689655173
Jeopardy!,300,1.5918367346938775
Jeopardy!,300,1.6081081081081081
Jeopardy!,300,1.5375
Jeopardy!,300,1.75
Jeopardy!,300,1.691358024691358
Jeopardy!,500,1.6619718309859155
Jeopardy!,500,1.6901408450704225
Jeopardy!,500,1.620253164556962
Jeopardy!,500,1.6142857142857143
Jeopardy!,500,1.6944444444444444
Jeopardy!,500,1.6153846153846154
Jeopardy!,1400,1.675
Double Jeopardy!,1263,1.4705882352941178
Jeopardy!,100,1.7058823529411764
Jeopardy!,100,1.8
Jeopardy!,100,1.48
Jeopardy!,100,1.5909090909090908
Jeopardy!,100,1.65625
Jeopardy!,100,1.5135135135135136
Jeopardy!,300,1.8688524590163935
Jeopardy!,300,1.7183098591549295
Jeopardy!,300,1.7173913043478262
Jeopardy!,500,1.6896551724137931
Jeopardy!,300,1.6923076923076923
Jeopardy!,300,1.2307692307692308
Jeopardy!,500,1.7142857142857142
Jeopardy!,500,1.7037037037037037
Jeopardy!,500,1.6129032258064515
Double Jeopardy!,4000,1.5977011494252873
Jeopardy!,100,1.5694444444444444
Jeopardy!,100,1.7761194029850746
Jeopardy!,100,1.6271186440677967
Jeopardy!,100,1.725
Jeopardy!,100,1.346938775510204
Jeopardy!,300,1.803921568627451
Jeopardy!,300,1.5342465753424657
Jeopardy!,300,1.9574468085106382
Jeopardy!,300,1.9692307692307693
Jeopardy!,300,1.5945945945945945
Jeopardy!,300,1.7659574468085106
Jeopardy!,500,1.9615384615384615
Jeopardy!,500,1.6891891891891893
Jeopardy!,500,1.5813953488372092
Jeopardy!,500,1.5
Jeopardy!,500,1.5802469135802468
Double Jeopardy!,2400,1.6388888888888888
Double Jeopardy!,1400,1.6296296296296295
Jeopardy!,100,1.8823529411764706
Jeopardy!,100,1.5423728813559323
Jeopardy!,100,1.6764705882352942
Jeopardy!,100,1.5172413793103448
Jeopardy!,100,1.542857142857143
Jeopardy!,100,1.5
Jeopardy!,500,1.5319148936170213
Jeopardy!,300,1.6911764705882353
Jeopardy!,300,1.5949367088607596
Jeopardy!,300,1.6891891891891893
Jeopardy!,300,1.9487179487179487
Jeopardy!,300,1.84
Jeopardy!,300,1.8245614035087718
Jeopardy!,500,1.8333333333333333
Jeopardy!,500,2
Jeopardy!,500,1.9189189189189189
Jeopardy!,500,1.6567164179104477
Jeopardy!,500,1.9242424242424243
Jeopardy!,500,1.6666666666666667
Double Jeopardy!,2600,1.40625
Double Jeopardy!,3000,1.6304347826086956
Double Jeopardy!,4000,1.7254901960784315
Double Jeopardy!,4000,1.6533333333333333
Jeopardy!,100,1.855072463768116
Jeopardy!,100,1.7619047619047619
Jeopardy!,100,1.732394366197183
Jeopardy!,100,1.6455696202531647
Jeopardy!,100,1.6610169491525424
Jeopardy!,100,1.8125
Jeopardy!,300,1.6785714285714286
Jeopardy!,300,2.260869565217391
Jeopardy!,300,1.6619718309859155
Jeopardy!,300,1.6666666666666667
Jeopardy!,300,1.7872340425531914
Jeopardy!,300,1.7619047619047619
Jeopardy!,500,1.4482758620689655
Jeopardy!,500,1.7
Jeopardy!,500,1.8928571428571428
Jeopardy!,500,1.6756756756756757
Jeopardy!,500,1.8048780487804879
Double Jeopardy!,700,1.6571428571428573
Jeopardy!,100,1.6935483870967742
Jeopardy!,100,1.851063829787234
Jeopardy!,100,1.565217391304348
Jeopardy!,100,1.8076923076923077
Jeopardy!,100,1.588235294117647
Jeopardy!,100,2.1538461538461537
Jeopardy!,300,1.7402597402597402
Jeopardy!,300,1.6956521739130435
Jeopardy!,300,1.7307692307692308
Jeopardy!,300,1.5205479452054795
Jeopardy!,300,1.4166666666666667
Jeopardy!,500,1.5217391304347827
Jeopardy!,500,1.6944444444444444
Jeopardy!,500,1.7761194029850746
Jeopardy!,500,1.7916666666666667
Jeopardy!,500,1.8051948051948052
Jeopardy!,500,1.7142857142857142
Double Jeopardy!,1500,1.6363636363636365
Double Jeopardy!,3000,1.5869565217391304
Jeopardy!,1400,1.6551724137931034
Double Jeopardy!,3000,1.5
Jeopardy!,100,1.5903614457831325
Jeopardy!,100,2
Jeopardy!,100,1.6944444444444444
Jeopardy!,100,1.5737704918032787
Jeopardy!,100,1.3870967741935485
Jeopardy!,100,1.7222222222222223
Jeopardy!,300,1.6973684210526316
Jeopardy!,300,1.6527777777777777
Jeopardy!,300,1.765625
Jeopardy!,300,1.6065573770491803
Jeopardy!,300,1.6842105263157894
Jeopardy!,300,1.9027777777777777
Jeopardy!,700,1.4821428571428572
Jeopardy!,500,1.7321428571428572
Jeopardy!,500,1.564102564102564
Jeopardy!,500,1.603448275862069
Jeopardy!,500,1.896551724137931
Jeopardy!,500,1.7121212121212122
Jeopardy!,500,1.2857142857142858
Double Jeopardy!,4000,1.5636363636363637
Double Jeopardy!,5000,1.63013698630137
Jeopardy!,4200,1.9183673469387754
Double Jeopardy!,3000,1.5405405405405406
Double Jeopardy!,3000,1.631578947368421
Jeopardy!,100,1.5833333333333333
Jeopardy!,100,1.5945945945945945
Jeopardy!,100,1.6363636363636365
Jeopardy!,100,1.768421052631579
Jeopardy!,100,1.7454545454545454
Jeopardy!,300,1.7407407407407407
Jeopardy!,300,1.696969696969697
Jeopardy!,300,1.6164383561643836
Jeopardy!,300,1.7413793103448276
Jeopardy!,300,1.7
Jeopardy!,300,1.2105263157894737
Jeopardy!,1100,1.5098039215686274
Jeopardy!,500,1.8055555555555556
Jeopardy!,500,1.7321428571428572
Jeopardy!,500,1.75
Jeopardy!,500,1.6164383561643836
Jeopardy!,500,1.732394366197183
Jeopardy!,500,1.7142857142857142
Double Jeopardy!,4100,1.7142857142857142
Double Jeopardy!,2200,1.775
Jeopardy!,100,1.621212121212121
Jeopardy!,100,1.8923076923076922
Jeopardy!,100,1.7761194029850746
Jeopardy!,100,1.7790697674418605
Jeopardy!,100,1.6081081081081081
Jeopardy!,100,1.6578947368421053
Jeopardy!,300,1.52
Jeopardy!,300,1.7794117647058822
Jeopardy!,300,1.8421052631578947
Jeopardy!,300,1.7407407407407407
Jeopardy!,300,1.7121212121212122
Jeopardy!,300,1.703125
Jeopardy!,1400,1.8904109589041096
Jeopardy!,500,1.4933333333333334
Jeopardy!,500,1.4915254237288136
Jeopardy!,500,1.7294117647058824
Jeopardy!,500,1.6470588235294117
Jeopardy!,500,1.6
Jeopardy!,500,1.7755102040816326
Jeopardy!,100,1.5679012345679013
Jeopardy!,100,1.7619047619047619
Jeopardy!,100,1.7027027027027026
Jeopardy!,100,1.5942028985507246
Jeopardy!,100,1.6266666666666667
Jeopardy!,100,1.8392857142857142
Jeopardy!,300,1.7746478873239437
Jeopardy!,300,1.7941176470588236
Jeopardy!,300,1.6666666666666667
Jeopardy!,300,1.691358024691358
Jeopardy!,300,1.4533333333333334
Jeopardy!,300,1.62
Jeopardy!,500,1.6388888888888888
Jeopardy!,500,1.3333333333333333
Jeopardy!,500,1.776470588235294
Jeopardy!,500,1.513157894736842
Jeopardy!,500,1.7941176470588236
Double Jeopardy!,1300,1.880794701986755
Jeopardy!,100,1.7066666666666668
Jeopardy!,100,1.7045454545454546
Jeopardy!,100,1.4848484848484849
Jeopardy!,100,1.6444444444444444
Jeopardy!,100,1.7037037037037037
Jeopardy!,100,1.6129032258064515
Jeopardy!,300,1.6140350877192982
Jeopardy!,500,1.7
Jeopardy!,300,1.6376811594202898
Jeopardy!,300,1.7804878048780488
Jeopardy!,300,1.6764705882352942
Jeopardy!,300,1.75
Jeopardy!,500,1.7230769230769232
Jeopardy!,500,1.7662337662337662
Jeopardy!,500,1.588235294117647
Jeopardy!,500,1.6923076923076923
Jeopardy!,500,1.4342105263157894
Jeopardy!,1800,1.9593023255813953
Double Jeopardy!,2400,1.5529411764705883
Jeopardy!,100,1.5128205128205128
Jeopardy!,100,1.5061728395061729
Jeopardy!,100,1.75
Jeopardy!,100,1.5769230769230769
Jeopardy!,100,1.6428571428571428
Jeopardy!,100,1.9411764705882353
Jeopardy!,300,1.609375
Jeopardy!,300,1.8909090909090909
Jeopardy!,300,1.8636363636363635
Jeopardy!,300,1.75
Jeopardy!,300,1.5757575757575757
Jeopardy!,500,1.6101694915254237
Jeopardy!,500,1.4230769230769231
Jeopardy!,500,1.6296296296296295
Jeopardy!,500,1.7701149425287357
Jeopardy!,500,1.9516129032258065
Jeopardy!,500,1.7230769230769232
Jeopardy!,2500,1.7380952380952381
Double Jeopardy!,4200,1.791044776119403
Double Jeopardy!,3000,1.5507246376811594
Double Jeopardy!,4000,1.9759036144578312
Double Jeopardy!,6000,1.7313432835820894
Jeopardy!,100,1.7
Jeopardy!,100,1.4375
Jeopardy!,100,1.619718309859155
Jeopardy!,100,1.6625
Jeopardy!,100,1.706896551724138
Jeopardy!,100,1.6521739130434783
Jeopardy!,300,1.542857142857143
Jeopardy!,300,1.75
Jeopardy!,300,1.7
Jeopardy!,300,1.5671641791044777
Jeopardy!,300,1.8888888888888888
Jeopardy!,300,1.7540983606557377
Jeopardy!,500,1.639344262295082
Jeopardy!,500,1.75
Jeopardy!,500,1.6619718309859155
Jeopardy!,500,1.8850574712643677
Jeopardy!,500,1.8571428571428572
Jeopardy!,500,1.7142857142857142
Double Jeopardy!,3800,1.6
Double Jeopardy!,4000,1.7058823529411764
Jeopardy!,100,1.4725274725274726
Jeopardy!,100,1.6428571428571428
Jeopardy!,100,2.3125
Jeopardy!,100,1.6785714285714286
Jeopardy!,100,1.5689655172413792
Jeopardy!,100,1.7903225806451613
Jeopardy!,300,1.9166666666666667
Jeopardy!,300,1.564102564102564
Jeopardy!,300,1.8205128205128205
Jeopardy!,300,1.8028169014084507
Jeopardy!,300,1.847457627118644
Jeopardy!,300,1.625
Jeopardy!,500,1.5172413793103448
Jeopardy!,500,1.4782608695652173
Jeopardy!,500,1.6307692307692307
Jeopardy!,500,1.7826086956521738
Double Jeopardy!,500,1.7758620689655173
Jeopardy!,100,1.441860465116279
Jeopardy!,100,1.5454545454545454
Jeopardy!,100,1.6964285714285714
Jeopardy!,100,1.6585365853658536
Jeopardy!,100,1.763157894736842
Jeopardy!,100,1.8392857142857142
Jeopardy!,300,1.8507462686567164
Jeopardy!,300,1.75
Jeopardy!,300,1.7884615384615385
Jeopardy!,300,1.6075949367088607
Jeopardy!,300,1.6333333333333333
Jeopardy!,300,1.5
Jeopardy!,500,1.5061728395061729
Jeopardy!,500,1.8387096774193548
Jeopardy!,500,1.4883720930232558
Jeopardy!,500,1.7526881720430108
Jeopardy!,500,1.6111111111111112
Jeopardy!,500,1.631578947368421
Jeopardy!,1500,1.4137931034482758
Double Jeopardy!,6200,1.6527777777777777
Double Jeopardy!,3000,1.6891891891891893
Jeopardy!,100,1.5
Jeopardy!,100,1.7538461538461538
Jeopardy!,100,1.625
Jeopardy!,100,1.6666666666666667
Jeopardy!,100,1.3571428571428572
Jeopardy!,100,1.6521739130434783
Jeopardy!,300,2.066666666666667
Jeopardy!,300,2
Jeopardy!,300,1.7407407407407407
Jeopardy!,300,1.6470588235294117
Jeopardy!,300,1.7377049180327868
Jeopardy!,300,1.75
Jeopardy!,300,1.65625
Jeopardy!,500,1.8214285714285714
Jeopardy!,500,1.6470588235294117
Jeopardy!,500,1.8064516129032258
Jeopardy!,500,1.5285714285714285
Jeopardy!,500,1.75
Jeopardy!,500,1.6835443037974684
Double Jeopardy!,1500,1.5774647887323943
Jeopardy!,1800,1.6379310344827587
Double Jeopardy!,3400,1.75
Jeopardy!,100,1.702127659574468
Jeopardy!,100,1.6712328767123288
Jeopardy!,100,1.6862745098039216
Jeopardy!,100,1.8620689655172413
Jeopardy!,100,1.7352941176470589
Jeopardy!,100,1.9285714285714286
Jeopardy!,300,1.6973684210526316
Jeopardy!,300,1.7297297297297298
Jeopardy!,300,1.8955223880597014
Jeopardy!,300,1.5
Jeopardy!,300,1.8888888888888888
Jeopardy!,500,1.7391304347826086
Jeopardy!,500,1.6451612903225807
Jeopardy!,500,1.5384615384615385
Jeopardy!,500,1.5301204819277108
Jeopardy!,500,1.6538461538461537
Double Jeopardy!,1500,1.6296296296296295
Double Jeopardy!,2500,1.5405405405405406
Double Jeopardy!,5600,1.6
Double Jeopardy!,3000,1.6781609195402298
Double Jeopardy!,4000,1.8888888888888888
Double Jeopardy!,3000,1.6219512195121952
Double Jeopardy!,1800,1.7241379310344827
Double Jeopardy!,2200,1.5833333333333333
Jeopardy!,100,1.6923076923076923
Jeopardy!,100,1.7317073170731707
Jeopardy!,100,1.4426229508196722
Jeopardy!,100,1.627906976744186
Jeopardy!,100,1.7234042553191489
Jeopardy!,100,1.8958333333333333
Jeopardy!,300,1.6493506493506493
Jeopardy!,300,1.7540983606557377
Jeopardy!,300,1.5076923076923077
Jeopardy!,300,1.7307692307692308
Jeopardy!,300,1.732394366197183
Jeopardy!,300,1.6144578313253013
Jeopardy!,500,1.8125
Jeopardy!,500,1.7246376811594204
Jeopardy!,500,1.9764705882352942
Jeopardy!,500,1.65625
Jeopardy!,500,1.6578947368421053
Jeopardy!,500,1.7833333333333334
Double Jeopardy!,1800,1.6229508196721312
Jeopardy!,100,1.8245614035087718
Jeopardy!,100,1.7678571428571428
Jeopardy!,100,2.5
Jeopardy!,100,1.9130434782608696
Jeopardy!,100,1.9130434782608696
Jeopardy!,100,1.8636363636363635
Jeopardy!,300,1.6557377049180328
Jeopardy!,300,1.6417910447761195
Jeopardy!,300,1.75
Jeopardy!,300,1.5625
Jeopardy!,300,1.829268292682927
Jeopardy!,300,2.3421052631578947
Jeopardy!,500,1.5301204819277108
Jeopardy!,500,1.7575757575757576
Jeopardy!,500,1.6
Jeopardy!,500,1.8548387096774193
Jeopardy!,500,1.849056603773585
Jeopardy!,100,1.641025641025641
Jeopardy!,100,1.5820895522388059
Jeopardy!,100,1.6216216216216217
Jeopardy!,100,1.7966101694915255
Jeopardy!,100,1.5
Jeopardy!,100,2.0736842105263156
Jeopardy!,300,2.0317460317460316
Jeopardy!,300,1.6774193548387097
Jeopardy!,300,1.7049180327868851
Jeopardy!,300,1.8620689655172413
Jeopardy!,300,1.605263157894737
Jeopardy!,300,1.619047619047619
Jeopardy!,500,1.5974025974025974
Jeopardy!,500,1.8775510204081634
Jeopardy!,500,1.7142857142857142
Jeopardy!,500,1.8695652173913044
Jeopardy!,500,1.736842105263158
Jeopardy!,500,1.472972972972973
Double Jeopardy!,2500,2.125
Double Jeopardy!,4000,1.875
Double Jeopardy!,2500,1.5921052631578947
Jeopardy!,100,1.5316455696202531
Jeopardy!,100,1.6
Jeopardy!,100,1.8153846153846154
Jeopardy!,100,1.75
Jeopardy!,100,1.8076923076923077
Jeopardy!,100,1.4385964912280702
Jeopardy!,300,1.9396551724137931
Jeopardy!,300,1.6538461538461537
Jeopardy!,300,1.7142857142857142
Jeopardy!,300,1.3571428571428572
Jeopardy!,300,1.6111111111111112
Jeopardy!,300,2.1
Jeopardy!,500,1.793103448275862
Jeopardy!,500,1.7818181818181817
Jeopardy!,500,1.7307692307692308
Jeopardy!,500,2.243010752688172
Jeopardy!,500,1.8148148148148149
Jeopardy!,500,1.7058823529411764
Jeopardy!,500,1.4081632653061225
Double Jeopardy!,1500,1.5121951219512195
Double Jeopardy!,1400,1.6179775280898876
Jeopardy!,100,1.6333333333333333
Jeopardy!,100,1.7027027027027026
Jeopardy!,100,1.8028169014084507
Jeopardy!,100,1.5384615384615385
Jeopardy!,100,1.5517241379310345
Jeopardy!,100,1.829268292682927
Jeopardy!,300,1.6326530612244898
Jeopardy!,300,1.6588235294117648
Jeopardy!,300,1.5194805194805194
Jeopardy!,300,1.710144927536232
Jeopardy!,300,1.7209302325581395
Jeopardy!,500,1.88
Jeopardy!,500,1.7702702702702702
Jeopardy!,500,1.7727272727272727
Jeopardy!,500,1.6049382716049383
Jeopardy!,500,1.837837837837838
Double Jeopardy!,6000,1.7088607594936709
Jeopardy!,100,1.5625
Jeopardy!,100,1.7428571428571429
Jeopardy!,100,1.7142857142857142
Jeopardy!,100,1.4794520547945205
Jeopardy!,100,1.6829268292682926
Jeopardy!,100,1.9230769230769231
Jeopardy!,300,1.7758620689655173
Jeopardy!,300,1.880952380952381
Jeopardy!,300,1.7777777777777777
Jeopardy!,300,1.9589041095890412
Jeopardy!,300,1.5921052631578947
Jeopardy!,300,1.5806451612903225
Jeopardy!,500,1.5909090909090908
Jeopardy!,500,1.71875
Jeopardy!,500,1.3661971830985915
Jeopardy!,500,1.6164383561643836
Jeopardy!,500,1.8333333333333333
Jeopardy!,100,1.5853658536585367
Jeopardy!,100,1.8235294117647058
Jeopardy!,100,1.6712328767123288
Jeopardy!,100,1.6849315068493151
Jeopardy!,100,1.6164383561643836
Jeopardy!,100,1.4137931034482758
Jeopardy!,300,1.6984126984126984
Jeopardy!,300,1.9807692307692308
Jeopardy!,300,1.575
Jeopardy!,300,1.9610389610389611
Jeopardy!,300,1.5384615384615385
Jeopardy!,300,1.620253164556962
Jeopardy!,500,1.6666666666666667
Jeopardy!,500,1.6708860759493671
Jeopardy!,500,1.8780487804878048
Jeopardy!,500,1.925
Jeopardy!,500,1.7833333333333334
Jeopardy!,500,1.8181818181818181
Jeopardy!,100,1.6627906976744187
Jeopardy!,100,1.6851851851851851
Jeopardy!,100,1.8928571428571428
Jeopardy!,100,1.625
Jeopardy!,100,1.7123287671232876
Jeopardy!,100,1.6
Jeopardy!,300,1.697674418604651
Jeopardy!,300,1.543859649122807
Jeopardy!,300,1.9545454545454546
Jeopardy!,300,1.746031746031746
Jeopardy!,300,1.5555555555555556
Jeopardy!,300,1.8333333333333333
Jeopardy!,500,1.7625
Jeopardy!,500,1.8888888888888888
Jeopardy!,500,1.5733333333333333
Jeopardy!,500,1.3666666666666667
Jeopardy!,500,1.5466666666666666
Double Jeopardy!,700,1.5921052631578947
Double Jeopardy!,4000,1.72
Jeopardy!,100,1.625
Jeopardy!,100,1.5
Jeopardy!,100,1.825
Jeopardy!,100,1.7738095238095237
Jeopardy!,100,1.7058823529411764
Jeopardy!,100,1.6206896551724137
Jeopardy!,300,1.537313432835821
Jeopardy!,300,1.5423728813559323
Jeopardy!,300,1.6842105263157894
Jeopardy!,300,1.4666666666666666
Jeopardy!,300,1.7162162162162162
Jeopardy!,300,1.8846153846153846
Jeopardy!,500,1.5735294117647058
Jeopardy!,500,1.836734693877551
Jeopardy!,500,1.7555555555555555
Jeopardy!,500,1.7976190476190477
Jeopardy!,500,1.709090909090909
Jeopardy!,500,1.588235294117647
Double Jeopardy!,2200,1.8987341772151898
Jeopardy!,1500,1.6323529411764706
Double Jeopardy!,2300,1.855072463768116
Double Jeopardy!,4200,1.7636363636363637
Jeopardy!,100,1.7115384615384615
Jeopardy!,100,2
Jeopardy!,100,1.8679245283018868
Jeopardy!,100,1.7586206896551724
Jeopardy!,100,2.6818181818181817
Jeopardy!,100,1.5909090909090908
Jeopardy!,300,1.6883116883116882
Jeopardy!,300,2.130434782608696
Jeopardy!,300,1.5714285714285714
Jeopardy!,300,1.8305084745762712
Jeopardy!,300,1.896551724137931
Jeopardy!,300,1.6623376623376624
Jeopardy!,500,1.5
Jeopardy!,500,1.5897435897435896
Jeopardy!,500,1.591549295774648
Jeopardy!,500,1.881578947368421
Jeopardy!,500,1.5357142857142858
Jeopardy!,500,1.697674418604651
Jeopardy!,1800,1.6857142857142857
Double Jeopardy!,3000,1.8936170212765957
Jeopardy!,100,1.6219512195121952
Jeopardy!,100,1.826086956521739
Jeopardy!,100,1.7790697674418605
Jeopardy!,100,1.7402597402597402
Jeopardy!,100,1.8148148148148149
Jeopardy!,100,1.875
Jeopardy!,700,1.6808510638297873
Jeopardy!,300,2.028985507246377
Jeopardy!,300,1.8444444444444446
Jeopardy!,300,1.459016393442623
Jeopardy!,300,1.6595744680851063
Jeopardy!,300,1.75
Jeopardy!,300,1.7195121951219512
Jeopardy!,500,1.6091954022988506
Jeopardy!,500,1.88
Jeopardy!,500,1.6388888888888888
Jeopardy!,500,1.6067415730337078
Jeopardy!,500,1.6666666666666667
Jeopardy!,500,1.825
Double Jeopardy!,500,1.6133333333333333
Jeopardy!,100,1.9642857142857142
Jeopardy!,100,1.6153846153846154
Jeopardy!,100,1.643835616438356
Jeopardy!,100,1.7
Jeopardy!,100,1.6
Jeopardy!,100,1.4918032786885247
Jeopardy!,1100,1.4814814814814814
Jeopardy!,300,1.5454545454545454
Jeopardy!,300,2.6666666666666665
Jeopardy!,300,1.6756756756756757
Jeopardy!,300,1.9113924050632911
Jeopardy!,300,2.0588235294117645
Jeopardy!,300,1.8450704225352113
Jeopardy!,500,1.5476190476190477
Jeopardy!,500,1.4736842105263157
Jeopardy!,500,1.484375
Jeopardy!,500,1.894736842105263
Jeopardy!,500,1.7647058823529411
Jeopardy!,500,1.7580645161290323
Jeopardy!,100,1.6964285714285714
Jeopardy!,100,1.6904761904761905
Jeopardy!,100,1.75
Jeopardy!,100,1.6708860759493671
Jeopardy!,100,1.6857142857142857
Jeopardy!,100,1.7666666666666666
Jeopardy!,300,1.7446808510638299
Jeopardy!,300,1.9565217391304348
Jeopardy!,300,1.7027027027027026
Jeopardy!,300,1.7023809523809523
Jeopardy!,300,1.6428571428571428
Jeopardy!,300,1.5342465753424657
Jeopardy!,500,1.8656716417910448
Jeopardy!,500,1.7543859649122806
Jeopardy!,500,1.7534246575342465
Jeopardy!,500,1.6363636363636365
Jeopardy!,500,1.5441176470588236
Jeopardy!,500,1.6623376623376624
Jeopardy!,100,1.8513513513513513
Jeopardy!,100,1.5087719298245614
Jeopardy!,100,1.84
Jeopardy!,100,1.837837837837838
Jeopardy!,100,1.7222222222222223
Jeopardy!,100,1.564102564102564
Jeopardy!,300,1.4078947368421053
Jeopardy!,300,1.661764705882353
Jeopardy!,300,1.9466666666666668
Jeopardy!,300,1.6024096385542168
Jeopardy!,500,1.6666666666666667
Jeopardy!,500,1.6125
Jeopardy!,500,1.5542168674698795
Jeopardy!,500,1.625
Jeopardy!,500,1.5932203389830508
Double Jeopardy!,700,1.935483870967742
Jeopardy!,100,1.8636363636363635
Jeopardy!,100,1.8529411764705883
Jeopardy!,100,1.596774193548387
Jeopardy!,100,1.6025641025641026
Jeopardy!,100,1.7586206896551724
Jeopardy!,100,1.6071428571428572
Jeopardy!,300,1.6964285714285714
Jeopardy!,300,1.7014925373134329
Jeopardy!,300,1.7671232876712328
Jeopardy!,300,1.7941176470588236
Jeopardy!,300,1.7543859649122806
Jeopardy!,300,1.7468354430379747
Jeopardy!,500,1.86
Jeopardy!,500,1.8142857142857143
Jeopardy!,500,1.8918918918918919
Jeopardy!,500,1.7142857142857142
Jeopardy!,500,1.66
Jeopardy!,500,1.6615384615384616
Double Jeopardy!,700,1.7692307692307692
Jeopardy!,500,1.5529411764705883
Double Jeopardy!,5400,1.8222222222222222
Jeopardy!,100,1.6585365853658536
Jeopardy!,100,1.6666666666666667
Jeopardy!,100,1.7454545454545454
Jeopardy!,100,1.6521739130434783
Jeopardy!,100,1.4857142857142858
Jeopardy!,100,2.3125
Jeopardy!,300,1.617283950617284
Jeopardy!,300,1.5375
Jeopardy!,300,1.6071428571428572
Jeopardy!,300,1.5675675675675675
Jeopardy!,300,1.710144927536232
Jeopardy!,300,1.6071428571428572
Jeopardy!,500,1.7215189873417722
Jeopardy!,500,1.8289473684210527
Jeopardy!,500,2.0416666666666665
Jeopardy!,500,1.7236842105263157
Jeopardy!,500,1.6818181818181819
Double Jeopardy!,1800,1.5862068965517242
Jeopardy!,100,1.6027397260273972
Jeopardy!,100,1.64
Jeopardy!,100,1.7121212121212122
Jeopardy!,100,1.6049382716049383
Jeopardy!,100,1.5
Jeopardy!,100,1.8888888888888888
Jeopardy!,300,1.644736842105263
Jeopardy!,300,1.7142857142857142
Jeopardy!,300,1.8024691358024691
Jeopardy!,300,1.8101265822784811
Jeopardy!,300,1.7352941176470589
Jeopardy!,300,1.5483870967741935
Jeopardy!,500,1.6481481481481481
Jeopardy!,500,1.6774193548387097
Jeopardy!,500,1.5421686746987953
Jeopardy!,500,1.5185185185185186
Jeopardy!,500,1.7654320987654322
Jeopardy!,500,1.75
Double Jeopardy!,1800,2.0714285714285716
Jeopardy!,100,1.9038461538461537
Jeopardy!,100,1.6103896103896105
Jeopardy!,100,1.7088607594936709
Jeopardy!,100,1.6507936507936507
Jeopardy!,100,1.7662337662337662
Jeopardy!,100,1.5
Jeopardy!,300,1.7272727272727273
